iter	Logloss
131	0.6260435876
132	0.6258666755
133	0.6256361294
134	0.6256264166
135	0.6254317873
136	0.6251955921
137	0.6248407399
138	0.624442494
139	0.624218955
140	0.6240163059
141	0.6237812676
142	0.6236073986
143	0.6230750326
144	0.622810174
145	0.622608977
146	0.6224656161
147	0.6222649504
148	0.6220769402
149	0.6220031533
150	0.6218329751
151	0.6217497681
152	0.6215855458
153	0.6214367334
154	0.6213733333
155	0.6212241113
156	0.6210816941
157	0.6209077166
158	0.620609316
159	0.6204334244
160	0.6202533731
161	0.6199321155
162	0.619562819
163	0.6194242143
164	0.6192514067
165	0.6191235431
166	0.6189375556
167	0.6189375545
168	0.6185038128
169	0.6183326223
170	0.6183081381
171	0.6180943637
172	0.6178943345
173	0.6176772707
174	0.6167565001
175	0.6166622853
176	0.6162664054
177	0.6160557881
178	0.6159974029
179	0.6157227307
180	0.6155210588
181	0.6153638774
182	0.6151599665
183	0.6151083615
184	0.615046075
185	0.6149146464
186	0.6146593451
187	0.6145343972
188	0.6142982672
189	0.6142972989
190	0.613894998
191	0.6136029241
192	0.6135196869
193	0.6132346019
194	0.6129487192
195	0.6125641162
196	0.6125326005
197	0.6123676499
198	0.6122125302
199	0.6119936923
200	0.6117211015
201	0.6116169344
202	0.6115473774
203	0.611303479
204	0.6111758055
205	0.6110392791
206	0.610894008
207	0.6106906914
208	0.6105872043
209	0.610447115
210	0.6101971953
211	0.6098770933
212	0.6098223602
213	0.6097247205
214	0.6096094789
215	0.6094779489
216	0.6091980515
217	0.6090681707
218	0.6087470492
219	0.6085786772
220	0.6084488644
221	0.608113149
222	0.6080487615
223	0.6077148782
224	0.6076072054
225	0.6074908693
226	0.6068758904
227	0.6067796235
228	0.6066238926
229	0.606406843
230	0.6059262155
231	0.6057621083
232	0.6053958087
233	0.6052952276
234	0.6052161278
235	0.6049082928
236	0.6045195886
237	0.6043548139
238	0.6041422526
239	0.6038209539
240	0.6037994031
241	0.6035533066
242	0.6030822861
243	0.6029296434
244	0.6028762701
245	0.6027900728
246	0.6025559455
247	0.6022643884
248	0.6021825081
249	0.601750149
250	0.6012202988
251	0.6008390138
252	0.6006474745
253	0.6003421852
254	0.6001349719
255	0.5998296963
256	0.5997262336
257	0.5996296476
258	0.599350715
259	0.5992040478
260	0.5989654371
261	0.5985320518
262	0.598087064
263	0.5979001491
264	0.597713667
265	0.5975972885
266	0.5972969122
267	0.5972556266
268	0.5970297547
269	0.5968203001
270	0.5964475091
271	0.5963223733
272	0.5960963697
273	0.5958354863
274	0.5955802721
275	0.5954343557
276	0.595170273
277	0.5950245947
278	0.5946194226
279	0.5945200076
280	0.5944290571
281	0.5938117892
282	0.5934697014
283	0.5931220673
284	0.5927074546
285	0.5925548298
286	0.5923715357
287	0.5923129868
288	0.5922724951
289	0.5919900424
290	0.5916161802
291	0.5913373422
292	0.5911774621
293	0.5909984066
294	0.5909053341
295	0.590696278
296	0.5905426129
297	0.5903603923
298	0.590251087
299	0.589867453
300	0.5896201907
301	0.5894822351
302	0.5893644643
303	0.589287327
304	0.5892026167
305	0.5887305238
306	0.5885299261
307	0.5884173704
308	0.5882423174
309	0.5879838729
310	0.5878800737
311	0.5872340177
312	0.5868738532
313	0.5868014026
314	0.5867211485
315	0.5864880276
316	0.5863597608
317	0.586226456
318	0.5861173555
319	0.5856592101
320	0.5855009759
321	0.5853589524
322	0.5851684742
323	0.584999514
324	0.5845201476
325	0.5843101213
326	0.5840533877
327	0.5838709947
328	0.5837867746
329	0.5833972918
330	0.5832763242
331	0.5831309556
332	0.5830718168
333	0.5825010579
334	0.5821190768
335	0.5816709437
336	0.581279457
337	0.5810787952
338	0.5809596517
339	0.580390743
340	0.5802675789
341	0.5802505404
342	0.5801653412
343	0.5800538606
344	0.5796326243
345	0.5795416446
346	0.5792637904
347	0.5791502829
348	0.5789847961
349	0.5789360911
350	0.5788818209
351	0.578555569
352	0.5782765291
353	0.5780841757
354	0.5779298505
355	0.5777566803
356	0.5773657105
357	0.5770862272
358	0.577008028
359	0.5764078821
360	0.5761587687
361	0.5760184962
362	0.5757510884
363	0.5753181362
364	0.5750832221
365	0.5747512521
366	0.5746550228
367	0.5745628941
368	0.574263932
369	0.5741172149
370	0.5739555241
371	0.573875007
372	0.5737470895
373	0.5736311795
374	0.5735163703
375	0.5732649302
376	0.5731459786
377	0.5729484101
378	0.5728939467
379	0.5727580548
380	0.5727020496
381	0.5726216736
382	0.5725859956
383	0.572401579
384	0.5722336546
385	0.5718540698
386	0.5717774467
387	0.5717269623
388	0.57166091
389	0.5714143874
390	0.5713237412
391	0.5711428882
392	0.5709615813
393	0.5708628525
394	0.5707237804
395	0.5705938232
396	0.5704725256
397	0.5702613702
398	0.5701304487
399	0.5700543418
400	0.5698974161
401	0.5693443705
402	0.56877356
403	0.5684844783
404	0.5681568729
405	0.5680662701
406	0.5677924111
407	0.5674648401
408	0.5673245005
409	0.5672234345
410	0.5669356642
411	0.5668301552
412	0.5665708947
413	0.5661134837
414	0.5660268229
415	0.5659504627
416	0.5657938928
417	0.5656751142
418	0.5655701165
419	0.5654801037
420	0.5650190699
421	0.5649409503
422	0.5646753085
423	0.56462035
424	0.5641590713
425	0.5639747918
426	0.5637315726
427	0.5635050598
428	0.5632684794
429	0.5629895772
430	0.5626937928
431	0.5621812093
432	0.562052572
433	0.5619125694
434	0.5616508195
435	0.5615105915
436	0.5614543218
437	0.5613574158
438	0.5611842536
439	0.5610528585
440	0.5609699686
441	0.5606173807
442	0.5604646405
443	0.5600729847
444	0.5600114663
445	0.5599678166
446	0.5597955034
447	0.5593928892
448	0.5591551683
449	0.5586977918
450	0.5586114644
451	0.5585674541
452	0.557946746
453	0.5577885416
454	0.5574724616
455	0.5574059397
456	0.5573326766
457	0.5570725647
458	0.5566651051
459	0.5566270601
460	0.5565672848
461	0.5563939902
462	0.5562093393
463	0.5559795131
464	0.555817282
465	0.555750686
466	0.5556727219
467	0.5555726647
468	0.5555062967
469	0.5553857965
470	0.5553585845
471	0.5552719172
472	0.555122126
473	0.5548214128
474	0.554735239
475	0.5545940722
476	0.5542314163
477	0.5540425285
478	0.5539099215
479	0.5538625646
480	0.5538068691
481	0.5534328065
482	0.553180005
483	0.5531543248
484	0.5531497137
485	0.5529141599
486	0.552674802
487	0.5524424462
488	0.5523689515
489	0.5522158464
490	0.5519681806
491	0.5518176675
492	0.5516817373
493	0.551386948
494	0.5512929984
495	0.5510856507
496	0.5510640201
497	0.550929149
498	0.5506583167
499	0.5500862781
500	0.5499943781
501	0.5499325626
502	0.5498588545
503	0.549514343
504	0.5492736827
505	0.5491388843
506	0.548948537
507	0.5487766332
508	0.548513264
509	0.5484668126
510	0.5483684708
511	0.548208004
512	0.5479077164
513	0.5476765211
514	0.547473152
515	0.5470318267
516	0.5468878124
517	0.546684556
518	0.5466025297
519	0.5464702985
520	0.5457033492
521	0.5455500681
522	0.5455211659
523	0.545263485
524	0.5446973576
525	0.5444780351
526	0.544363495
527	0.5441649674
528	0.5438747939
529	0.5436042132
530	0.5432009034
531	0.542830083
532	0.5427423177
533	0.5427040202
534	0.5425377252
535	0.5423232886
536	0.5419473504
537	0.5418568594
538	0.541487522
539	0.5412032967
540	0.5411753724
541	0.5410245378
542	0.5406349841
543	0.540524825
544	0.5404242969
545	0.540319469
546	0.5401992569
547	0.5400753566
548	0.5399525798
549	0.5392570677
550	0.5388440086
551	0.5385694337
552	0.5384459337
553	0.5382699381
554	0.5381788068
555	0.5380933454
556	0.5378926432
557	0.5376698624
558	0.5375069776
559	0.5373981664
560	0.5373790865
561	0.5373038073
562	0.5369576338
563	0.5369239112
564	0.5368032404
565	0.5365922307
566	0.5362435363
567	0.5360195382
568	0.5355472655
569	0.5354283447
570	0.5351287266
571	0.5350357005
572	0.5349799865
573	0.5348234602
574	0.5343578267
575	0.5342086679
576	0.5339467242
577	0.5338395418
578	0.5335839029
579	0.5333578322
580	0.5333374425
581	0.5330131995
582	0.5329147683
583	0.5327040023
584	0.5325152843
585	0.5324808662
586	0.532412871
587	0.5319788692
588	0.5318688469
589	0.5317806861
590	0.5316008633
591	0.5311546636
592	0.5310405771
593	0.5309116904
594	0.5308319442
595	0.5305951617
596	0.5304036501
597	0.5303439743
598	0.5302497995
599	0.5302045383
600	0.5300694334
601	0.5298747917
602	0.5297319048
603	0.5294672705
604	0.5294363527
605	0.5289133345
606	0.5284960604
607	0.5283618992
608	0.5283234728
609	0.5281826826
610	0.5278540213
611	0.5277937828
612	0.5273855522
613	0.5272545712
614	0.5269982545
615	0.526912064
616	0.5268498641
617	0.5267595943
618	0.5266571003
619	0.5266152394
620	0.5265511602
621	0.5264800811
622	0.5260982687
623	0.5256935867
624	0.52554711
625	0.5255312319
626	0.5253124581
627	0.5251386636
628	0.524839079
629	0.5247533825
630	0.5246702482
631	0.5244400454
632	0.5242546265
633	0.5239476478
634	0.5237332891
635	0.5234907026
636	0.5233169916
637	0.5232551915
638	0.522913642
639	0.5227579331
640	0.5226044629
641	0.5225152499
642	0.5223924365
643	0.5223345577
644	0.5221616442
645	0.5220018677
646	0.5218649673
647	0.5217104834
648	0.5216027599
649	0.5212731655
650	0.5210793276
651	0.5210220672
652	0.5207780758
653	0.5207057623
654	0.5205345524
655	0.5202707472
656	0.5200495972
657	0.5197019299
658	0.5195252535
659	0.5194449823
660	0.5194037255
661	0.5193244532
662	0.5193064521
663	0.5192783231
664	0.5191641686
665	0.5190258131
666	0.5189613339
667	0.5187366898
668	0.5186214167
669	0.5183549726
670	0.5183151474
671	0.518251158
672	0.5178309062
673	0.5176685827
674	0.5175074344
675	0.5173445953
676	0.5171600114
677	0.5169597656
678	0.5168546942
679	0.5166878454
680	0.5165236454
681	0.516449053
682	0.5160027501
683	0.5156311173
684	0.5154607755
685	0.5152385313
686	0.5148712198
687	0.5146543807
688	0.5144544845
689	0.5142404758
690	0.5141621852
691	0.5140540107
692	0.5138333006
693	0.5135581639
694	0.5134582367
695	0.5133351405
696	0.5130124339
697	0.51288264
698	0.5128091197
699	0.5127595838
700	0.5126958013
701	0.5123922029
702	0.5123633689
703	0.5121881318
704	0.5119767044
705	0.5118791345
706	0.5117098246
707	0.5115091812
708	0.5112990297
709	0.5111926329
710	0.5109655999
711	0.5107168595
712	0.5106259344
713	0.5106033231
714	0.5105644521
715	0.5104953524
716	0.5103870074
717	0.5102132148
718	0.5100002341
719	0.5099113106
720	0.5097648384
721	0.5096789376
722	0.5094561115
723	0.5092811009
724	0.5089306415
725	0.5087516127
726	0.5086457963
727	0.5086001317
728	0.5085693452
729	0.5084345737
730	0.5082932422
731	0.5081531056
732	0.5079986028
733	0.5078980383
734	0.5075741331
735	0.5073237164
736	0.5072751626
737	0.5070937348
